Version checked: updated 
Download setup initialized...
newcards.ydk downloaded from repository 
Download setup done. Downloading newcards.ydk...
56132807 downloaded [5103/11672]
56526564 downloaded [5142/11672]
5592689 downloaded [5076/11672]
56111151 downloaded [5100/11672]
56647086 downloaded [5159/11672]
55348096 downloaded [5013/11672]
55863245 downloaded [5070/11672]
56897896 downloaded [5185/11672]
55488859 downloaded [5026/11672]
56597272 downloaded [5152/11672]
55763552 downloaded [5061/11672]
56174248 downloaded [5107/11672]
54529134 downloaded [4928/11672]
54807656 downloaded [4958/11672]
56074358 downloaded [5096/11672]
55888045 downloaded [5075/11672]
55742055 downloaded [5057/11672]
55870497 downloaded [5071/11672]
55573346 downloaded [5034/11672]
56704140 downloaded [5164/11672]
56675280 downloaded [5162/11672]
56839613 downloaded [5179/11672]
54239282 downloaded [4889/11672]
56346071 downloaded [5123/11672]
56337500 downloaded [5120/11672]
55673611 downloaded [5046/11672]
5606466 downloaded [5095/11672]
55001420 downloaded [4978/11672]
56286179 downloaded [5116/11672]
56784842 downloaded [5172/11672]
56049970 downloaded [5090/11672]
55569674 downloaded [5033/11672]
55982698 downloaded [5081/11672]
57043117 downloaded [5205/11672]
56856951 downloaded [5182/11672]
56995655 downloaded [5199/11672]
54719828 downloaded [4948/11672]
55935416 downloaded [5077/11672]
56260110 downloaded [5115/11672]
56399890 downloaded [5127/11672]
55818463 downloaded [5066/11672]
56514812 downloaded [5140/11672]
56894757 downloaded [5184/11672]
56051086 downloaded [5091/11672]
564541 downloaded [5136/11672]
54407825 downloaded [4909/11672]
56931015 downloaded [5192/11672]
55727845 downloaded [5054/11672]
56532353 downloaded [5143/11672]
55168550 downloaded [4998/11672]
5609226 downloaded [5097/11672]
56119752 downloaded [5101/11672]
56223084 downloaded [5110/11672]
54913680 downloaded [4968/11672]
56570271 downloaded [5147/11672]
55725117 downloaded [5053/11672]
57261568 downloaded [5225/11672]
57031794 downloaded [5202/11672]
56655675 downloaded [5160/11672]
5703682 downloaded [5204/11672]
5645210 downloaded [5135/11672]
57143342 downloaded [5219/11672]
56001930 downloaded [5086/11672]
56240989 downloaded [5111/11672]
57103969 downloaded [5212/11672]
55885348 downloaded [5074/11672]
54537489 downloaded [4929/11672]
56681873 downloaded [5163/11672]
56339050 downloaded [5121/11672]
56619314 downloaded [5156/11672]
56292140 downloaded [5117/11672]
55415564 downloaded [5018/11672]
5506791 downloaded [4988/11672]
56746202 downloaded [5167/11672]
56058888 downloaded [5094/11672]
5641251 downloaded [5130/11672]
56413937 downloaded [5131/11672]
57201737 downloaded [5222/11672]
55878038 downloaded [5073/11672]
56611470 downloaded [5155/11672]
57433966 downloaded [5245/11672]
56840427 downloaded [5180/11672]
57246528 downloaded [5224/11672]
56524813 downloaded [5141/11672]
54747648 downloaded [4949/11672]
57354389 downloaded [5239/11672]
56460688 downloaded [5137/11672]
56166150 downloaded [5106/11672]
57288064 downloaded [5232/11672]
56889 downloaded [5183/11672]
56594520 downloaded [5151/11672]
56052205 downloaded [5093/11672]
57409948 downloaded [5242/11672]
55599882 downloaded [5038/11672]
57006589 downloaded [5200/11672]
56907986 downloaded [5187/11672]
56585883 downloaded [5150/11672]
56256517 downloaded [5114/11672]
55285840 downloaded [5008/11672]
56824871 downloaded [5175/11672]
57482479 downloaded [5252/11672]
56387350 downloaded [5126/11672]
57425061 downloaded [5244/11672]
56827051 downloaded [5176/11672]
57579381 downloaded [5259/11672]
57624336 downloaded [5265/11672]
56673480 downloaded [5161/11672]
56252810 downloaded [5113/11672]
57036718 downloaded [5203/11672]
57046845 downloaded [5207/11672]
54936498 downloaded [4969/11672]
56769674 downloaded [5170/11672]
57160136 downloaded [5220/11672]
57769391 downloaded [5279/11672]
56433456 downloaded [5134/11672]
56562619 downloaded [5146/11672]
55538156 downloaded [5028/11672]
56980148 downloaded [5195/11672]
57617178 downloaded [5264/11672]
56840658 downloaded [5181/11672]
56773577 downloaded [5171/11672]
5780210 downloaded [5285/11672]
57238939 downloaded [5223/11672]
55758589 downloaded [5058/11672]
56981417 downloaded [5196/11672]
57594700 downloaded [5262/11672]
56638325 downloaded [5157/11672]
56427559 downloaded [5133/11672]
57953380 downloaded [5299/11672]
5772618 downloaded [5272/11672]
56920308 downloaded [5190/11672]
57793869 downloaded [5284/11672]
57355219 downloaded [5240/11672]
55072170 downloaded [4989/11672]
57272170 downloaded [5227/11672]
55696885 downloaded [5048/11672]
56606928 downloaded [5154/11672]
57421866 downloaded [5243/11672]
56830749 downloaded [5177/11672]
57116033 downloaded [5215/11672]
56921677 downloaded [5191/11672]
5672432 downloaded [5166/11672]
57019473 downloaded [5201/11672]
55948544 downloaded [5078/11672]
58004362 downloaded [5305/11672]
57839750 downloaded [5292/11672]
57782164 downloaded [5282/11672]
56605802 downloaded [5153/11672]
57069605 downloaded [5210/11672]
581014 downloaded [5319/11672]
5758500 downloaded [5260/11672]
56907389 downloaded [5186/11672]
57182235 downloaded [5221/11672]
57610714 downloaded [5263/11672]
57093995 downloaded [5211/11672]
58139997 downloaded [5325/11672]
57314798 downloaded [5235/11672]
55824220 downloaded [5068/11672]
56094445 downloaded [5098/11672]
58062306 downloaded [5312/11672]
56809158 downloaded [5174/11672]
57962537 downloaded [5302/11672]
57116034 downloaded [5216/11672]
56804361 downloaded [5173/11672]
57996334 downloaded [5304/11672]
57281778 downloaded [5230/11672]
57450198 downloaded [5247/11672]
56984514 downloaded [5197/11672]
55312487 downloaded [5009/11672]
57384901 downloaded [5241/11672]
57774843 downloaded [5280/11672]
58199906 downloaded [5332/11672]
57549932 downloaded [5255/11672]
57043986 downloaded [5206/11672]
58330108 downloaded [5345/11672]
57784563 downloaded [5283/11672]
57282724 downloaded [5231/11672]
58270977 downloaded [5339/11672]
56308388 downloaded [5118/11672]
5697558 downloaded [5194/11672]
56948373 downloaded [5193/11672]
58131925 downloaded [5322/11672]
56043446 downloaded [5088/11672]
57319935 downloaded [5236/11672]
57473560 downloaded [5250/11672]
57647597 downloaded [5267/11672]
57731460 downloaded [5275/11672]
5554990 downloaded [5029/11672]
58139128 downloaded [5324/11672]
57135971 downloaded [5217/11672]
57270476 downloaded [5226/11672]
57585212 downloaded [5261/11672]
57995165 downloaded [5303/11672]
58518520 downloaded [5365/11672]
58421530 downloaded [5352/11672]
5795882 downloaded [5300/11672]
57108202 downloaded [5213/11672]
57477163 downloaded [5251/11672]
5650082 downloaded [5138/11672]
57882509 downloaded [5295/11672]
57115864 downloaded [5214/11672]
58297729 downloaded [5342/11672]
57441100 downloaded [5246/11672]
57346400 downloaded [5237/11672]
56198785 downloaded [5108/11672]
58132856 downloaded [5323/11672]
55702233 downloaded [5049/11672]
5832914 downloaded [5344/11672]
575512 downloaded [5256/11672]
57823578 downloaded [5287/11672]
57777714 downloaded [5281/11672]
57707471 downloaded [5271/11672]
58475908 downloaded [5359/11672]
58685438 downloaded [5385/11672]
5763020 downloaded [5266/11672]
56641453 downloaded [5158/11672]
58324930 downloaded [5343/11672]
57554544 downloaded [5257/11672]
57690191 downloaded [5270/11672]
5640330 downloaded [5128/11672]
58074177 downloaded [5315/11672]
57288708 downloaded [5233/11672]
58494728 downloaded [5362/11672]
57312333 downloaded [5234/11672]
58116537 downloaded [5320/11672]
55838342 downloaded [5069/11672]
58582979 downloaded [5372/11672]
58621589 downloaded [5379/11672]
5851097 downloaded [5364/11672]
5795980 downloaded [5301/11672]
57734012 downloaded [5276/11672]
57753602 downloaded [5277/11672]
58012707 downloaded [5307/11672]
58921041 downloaded [5405/11672]
57836546 downloaded [5291/11672]
58504745 downloaded [5363/11672]
57815601 downloaded [5286/11672]
56043447 downloaded [5089/11672]
56832966 downloaded [5178/11672]
56574543 downloaded [5148/11672]
58655504 downloaded [5382/11672]
57496978 downloaded [5253/11672]
58851034 downloaded [5399/11672]
57835716 downloaded [5290/11672]
58272005 downloaded [5340/11672]
57543573 downloaded [5254/11672]
58242947 downloaded [5335/11672]
58786132 downloaded [5392/11672]
58120309 downloaded [5321/11672]
58012107 downloaded [5306/11672]
57902462 downloaded [5297/11672]
56209279 downloaded [5109/11672]
58672736 downloaded [5384/11672]
57902193 downloaded [5296/11672]
57728570 downloaded [5273/11672]
56747793 downloaded [5168/11672]
58058134 downloaded [5311/11672]
5908650 downloaded [5425/11672]
58165765 downloaded [5327/11672]
58873391 downloaded [5402/11672]
58657303 downloaded [5383/11672]
58054262 downloaded [5310/11672]
58990631 downloaded [5412/11672]
58453942 downloaded [5355/11672]
59048135 downloaded [5419/11672]
56993276 downloaded [5198/11672]
58477767 downloaded [5360/11672]
56410040 downloaded [5129/11672]
58185394 downloaded [5331/11672]
58293343 downloaded [5341/11672]
58092907 downloaded [5317/11672]
58911105 downloaded [5404/11672]
58147549 downloaded [5326/11672]
57844634 downloaded [5293/11672]
58074572 downloaded [5316/11672]
57728571 downloaded [5274/11672]
5929801 downloaded [5445/11672]
57139487 downloaded [5218/11672]
58369990 downloaded [5347/11672]
5818294 downloaded [5330/11672]
58419204 downloaded [5351/11672]
59057953 downloaded [5422/11672]
56910167 downloaded [5188/11672]
58604027 downloaded [5375/11672]
58332301 downloaded [5346/11672]
59255742 downloaded [5439/11672]
58901502 downloaded [5403/11672]
58628539 downloaded [5380/11672]
58257569 downloaded [5336/11672]
59170782 downloaded [5432/11672]
59463312 downloaded [5459/11672]
59509952 downloaded [5465/11672]
58577036 downloaded [5371/11672]
58528964 downloaded [5366/11672]
59071624 downloaded [5424/11672]
58481572 downloaded [5361/11672]
57047293 downloaded [5208/11672]
58069384 downloaded [5313/11672]
59371387 downloaded [5452/11672]
57869175 downloaded [5294/11672]
57348141 downloaded [5238/11672]
58258899 downloaded [5337/11672]
58392024 downloaded [5350/11672]
59070329 downloaded [5423/11672]
58531587 downloaded [5367/11672]
59281922 downloaded [5442/11672]
59687381 downloaded [5485/11672]
59627393 downloaded [5479/11672]
56577312 downloaded [5149/11672]
58641905 downloaded [5381/11672]
57274196 downloaded [5228/11672]
58811192 downloaded [5395/11672]
58206034 downloaded [5333/11672]
58464739 downloaded [5356/11672]
58859575 downloaded [5400/11672]
58071123 downloaded [5314/11672]
58775978 downloaded [5391/11672]
59290628 downloaded [5443/11672]
59563768 downloaded [5472/11672]
59297550 downloaded [5444/11672]
57568840 downloaded [5258/11672]
59793705 downloaded [5505/11672]
58569561 downloaded [5370/11672]
58468105 downloaded [5357/11672]
58695102 downloaded [5386/11672]
58861941 downloaded [5401/11672]
59482302 downloaded [5462/11672]
58699500 downloaded [5387/11672]
58607704 downloaded [5376/11672]
56768355 downloaded [5169/11672]
59755122 downloaded [5499/11672]
59019082 downloaded [5415/11672]
58990362 downloaded [5411/11672]
58441120 downloaded [5353/11672]
57458399 downloaded [5248/11672]
58616392 downloaded [5377/11672]
5972394 downloaded [5492/11672]
59054773 downloaded [5420/11672]
59490397 downloaded [5463/11672]
5821478 downloaded [5334/11672]
58820853 downloaded [5396/11672]
56916805 downloaded [5189/11672]
59957503 downloaded [5525/11672]
59496924 downloaded [5464/11672]
57761191 downloaded [5278/11672]
58760121 downloaded [5390/11672]
59907935 downloaded [5519/11672]
58947797 downloaded [5407/11672]
59057152 downloaded [5421/11672]
58924378 downloaded [5406/11672]
59644128 downloaded [5482/11672]
59160188 downloaded [5431/11672]
59208943 downloaded [5435/11672]
57062206 downloaded [5209/11672]
59839761 downloaded [5512/11672]
59023523 downloaded [5416/11672]
58600555 downloaded [5373/11672]
59644958 downloaded [5483/11672]
57662975 downloaded [5268/11672]
58820923 downloaded [5397/11672]
59258334 downloaded [5440/11672]
59281822 downloaded [5441/11672]
59778096 downloaded [5502/11672]
59123937 downloaded [5427/11672]
59388357 downloaded [5455/11672]
60195675 downloaded [5545/11672]
57827484 downloaded [5288/11672]
59235795 downloaded [5436/11672]
5728014 downloaded [5229/11672]
59464593 downloaded [5460/11672]
59650656 downloaded [5484/11672]
57916305 downloaded [5298/11672]
58446973 downloaded [5354/11672]
59784896 downloaded [5503/11672]
601193 downloaded [5539/11672]
58988903 downloaded [5410/11672]
58787301 downloaded [5393/11672]
59368956 downloaded [5451/11672]
59036972 downloaded [5417/11672]
59123194 downloaded [5426/11672]
60025883 downloaded [5532/11672]
58098303 downloaded [5318/11672]
60306104 downloaded [5559/11672]
60375194 downloaded [5565/11672]
57470761 downloaded [5249/11672]
58015506 downloaded [5308/11672]
595626 downloaded [5471/11672]
59156966 downloaded [5430/11672]
59919307 downloaded [5522/11672]
59479050 downloaded [5461/11672]
58996430 downloaded [5413/11672]
59305593 downloaded [5446/11672]
59934749 downloaded [5523/11672]
59312550 downloaded [5447/11672]
59640711 downloaded [5480/11672]
59237154 downloaded [5437/11672]
58601383 downloaded [5374/11672]
58268433 downloaded [5338/11672]
59718521 downloaded [5491/11672]
59785059 downloaded [5504/11672]
59392529 downloaded [5456/11672]
57666212 downloaded [5269/11672]
59364406 downloaded [5450/11672]
60473572 downloaded [5579/11672]
60228941 downloaded [5552/11672]
60534585 downloaded [5585/11672]
59593925 downloaded [5475/11672]
60168186 downloaded [5542/11672]
58169731 downloaded [5328/11672]
59432181 downloaded [5457/11672]
59185998 downloaded [5433/11672]
60181553 downloaded [5543/11672]
59642500 downloaded [5481/11672]
59514116 downloaded [5466/11672]
58807980 downloaded [5394/11672]
59762399 downloaded [5500/11672]
59560625 downloaded [5470/11672]
59537380 downloaded [5467/11672]
59604521 downloaded [5476/11672]
60417395 downloaded [5572/11672]
596051 downloaded [5477/11672]
58471134 downloaded [5358/11672]
59951714 downloaded [5524/11672]
59380081 downloaded [5453/11672]
57831349 downloaded [5289/11672]
60365591 downloaded [5563/11672]
5901497 downloaded [5414/11672]
59834564 downloaded [5511/11672]
60681103 downloaded [5599/11672]
59695933 downloaded [5486/11672]
59741415 downloaded [5495/11672]
58374719 downloaded [5348/11672]
5975022 downloaded [5497/11672]
60519422 downloaded [5583/11672]
59708927 downloaded [5490/11672]
59744639 downloaded [5496/11672]
60627999 downloaded [5592/11672]
59699355 downloaded [5487/11672]
5861892 downloaded [5378/11672]
58016954 downloaded [5309/11672]
60349525 downloaded [5562/11672]
59575539 downloaded [5473/11672]
60187739 downloaded [5544/11672]
58551308 downloaded [5368/11672]
59911557 downloaded [5520/11672]
59197169 downloaded [5434/11672]
60741115 downloaded [5605/11672]
59771339 downloaded [5501/11672]
59797187 downloaded [5506/11672]
5990062 downloaded [5517/11672]
60930169 downloaded [5619/11672]
60718396 downloaded [5603/11672]
59859086 downloaded [5515/11672]
60018643 downloaded [5531/11672]
5817857 downloaded [5329/11672]
58843503 downloaded [5398/11672]
59822133 downloaded [5510/11672]
598988 downloaded [5516/11672]
60161788 downloaded [5540/11672]
59385322 downloaded [5454/11672]
60369732 downloaded [5564/11672]
59808784 downloaded [5507/11672]
60508057 downloaded [5582/11672]
6112401 downloaded [5639/11672]
60082869 downloaded [5537/11672]
59724555 downloaded [5493/11672]
60950180 downloaded [5623/11672]
59965151 downloaded [5526/11672]
58712976 downloaded [5388/11672]
60822251 downloaded [5612/11672]
60953949 downloaded [5625/11672]
59913418 downloaded [5521/11672]
6007213 downloaded [5535/11672]
60226558 downloaded [5551/11672]
59042331 downloaded [5418/11672]
60530944 downloaded [5584/11672]
61166988 downloaded [5643/11672]
59969392 downloaded [5527/11672]
61175706 downloaded [5645/11672]
60080151 downloaded [5536/11672]
59577547 downloaded [5474/11672]
60410769 downloaded [5571/11672]
61019812 downloaded [5632/11672]
58383100 downloaded [5349/11672]
60258960 downloaded [5555/11672]
60004971 downloaded [5530/11672]
60312997 downloaded [5560/11672]
60728397 downloaded [5604/11672]
61314842 downloaded [5659/11672]
60709218 downloaded [5602/11672]
60202749 downloaded [5546/11672]
59843383 downloaded [5513/11672]
58981727 downloaded [5408/11672]
59251766 downloaded [5438/11672]
60292055 downloaded [5557/11672]
6137095 downloaded [5665/11672]
6021033 downloaded [5547/11672]
60162470 downloaded [5541/11672]
61344030 downloaded [5663/11672]
60482781 downloaded [5580/11672]
58554959 downloaded [5369/11672]
60946968 downloaded [5622/11672]
60434101 downloaded [5575/11672]
60621361 downloaded [5591/11672]
60279710 downloaded [5556/11672]
60391791 downloaded [5566/11672]
61248471 downloaded [5652/11672]
61528025 downloaded [5685/11672]
60953118 downloaded [5624/11672]
61468779 downloaded [5679/11672]
59438930 downloaded [5458/11672]
60033398 downloaded [5533/11672]
60682203 downloaded [5600/11672]
5973663 downloaded [5494/11672]
60461077 downloaded [5577/11672]
6022371 downloaded [5550/11672]
6150044 downloaded [5683/11672]
60806437 downloaded [5611/11672]
60398723 downloaded [5567/11672]
61173621 downloaded [5644/11672]
60316373 downloaded [5561/11672]
5914184 downloaded [5428/11672]
58753372 downloaded [5389/11672]
60229110 downloaded [5553/11672]
61011311 downloaded [5631/11672]
61677004 downloaded [5703/11672]
60434189 downloaded [5576/11672]
60942444 downloaded [5620/11672]
60668166 downloaded [5597/11672]
61156777 downloaded [5642/11672]
59616123 downloaded [5478/11672]
59851535 downloaded [5514/11672]
60493189 downloaded [5581/11672]
60549248 downloaded [5586/11672]
59332125 downloaded [5448/11672]
61692648 downloaded [5705/11672]
60406591 downloaded [5570/11672]
61420130 downloaded [5672/11672]
61654098 downloaded [5699/11672]
60645181 downloaded [5595/11672]
61370518 downloaded [5664/11672]
60431417 downloaded [5573/11672]
61864793 downloaded [5723/11672]
61245672 downloaded [5651/11672]
60666820 downloaded [5596/11672]
60551528 downloaded [5587/11672]
58984738 downloaded [5409/11672]
61127349 downloaded [5640/11672]
61840587 downloaded [5719/11672]
61505339 downloaded [5684/11672]
6061630 downloaded [5590/11672]
6133894 downloaded [5662/11672]
60743819 downloaded [5606/11672]
60876124 downloaded [5615/11672]
60694662 downloaded [5601/11672]
61411502 downloaded [5671/11672]
59750328 downloaded [5498/11672]
61613388 downloaded [5692/11672]
60634565 downloaded [5593/11672]
59546528 downloaded [5468/11672]
61888819 downloaded [5725/11672]
60880471 downloaded [5617/11672]
5915629 downloaded [5429/11672]
6075801 downloaded [5607/11672]
60071928 downloaded [5534/11672]
60879050 downloaded [5616/11672]
61318483 downloaded [5660/11672]
61044390 downloaded [5635/11672]
62070231 downloaded [5743/11672]
60954556 downloaded [5626/11672]
62107981 downloaded [5745/11672]
6104968 downloaded [5637/11672]
61679541 downloaded [5704/11672]
62034800 downloaded [5739/11672]
59905358 downloaded [5518/11672]
60800381 downloaded [5610/11672]
61488417 downloaded [5682/11672]
59344077 downloaded [5449/11672]
5969957 downloaded [5488/11672]
60832978 downloaded [5613/11672]
61592395 downloaded [5691/11672]
60944809 downloaded [5621/11672]
61777313 downloaded [5712/11672]
60234913 downloaded [5554/11672]
62315111 downloaded [5763/11672]
62337487 downloaded [5765/11672]
62279055 downloaded [5759/11672]
60102563 downloaded [5538/11672]
61181383 downloaded [5646/11672]
60999392 downloaded [5630/11672]
61049315 downloaded [5636/11672]
61258740 downloaded [5655/11672]
60990740 downloaded [5627/11672]
61283655 downloaded [5657/11672]
61472381 downloaded [5680/11672]
59811955 downloaded [5508/11672]
61968753 downloaded [5732/11672]
61884774 downloaded [5724/11672]
59546797 downloaded [5469/11672]
61032879 downloaded [5633/11672]
61665245 downloaded [5702/11672]
60433216 downloaded [5574/11672]
62499965 downloaded [5783/11672]
61132951 downloaded [5641/11672]
61764082 downloaded [5711/11672]
61441708 downloaded [5675/11672]
61380658 downloaded [5666/11672]
60303245 downloaded [5558/11672]
62476197 downloaded [5779/11672]
61854111 downloaded [5722/11672]
61231400 downloaded [5650/11672]
62530723 downloaded [5785/11672]
61269611 downloaded [5656/11672]
61465001 downloaded [5677/11672]
62171834 downloaded [5752/11672]
61254509 downloaded [5653/11672]
59975920 downloaded [5528/11672]
61632317 downloaded [5695/11672]
6165656 downloaded [5700/11672]
62107612 downloaded [5744/11672]
61965407 downloaded [5731/11672]
59707204 downloaded [5489/11672]
6276588 downloaded [5803/11672]
62784717 downloaded [5805/11672]
60643553 downloaded [5594/11672]
61405855 downloaded [5670/11672]
61190918 downloaded [5647/11672]
61320914 downloaded [5661/11672]
60470713 downloaded [5578/11672]
62420419 downloaded [5772/11672]
6205579 downloaded [5742/11672]
62709239 downloaded [5799/11672]
61459246 downloaded [5676/11672]
61641818 downloaded [5697/11672]
6142213 downloaded [5673/11672]
59820352 downloaded [5509/11672]
61802346 downloaded [5715/11672]
61844784 downloaded [5720/11672]
61529473 downloaded [5686/11672]
61587183 downloaded [5690/11672]
62325062 downloaded [5764/11672]
60866277 downloaded [5614/11672]
62161698 downloaded [5751/11672]
60222213 downloaded [5548/11672]
62957424 downloaded [5825/11672]
62950604 downloaded [5823/11672]
6148016 downloaded [5681/11672]
62624486 downloaded [5792/11672]
61391302 downloaded [5667/11672]
60675348 downloaded [5598/11672]
61622107 downloaded [5693/11672]
61705417 downloaded [5706/11672]
62312469 downloaded [5762/11672]
61639289 downloaded [5696/11672]
61757117 downloaded [5710/11672]
6103294 downloaded [5634/11672]
62038047 downloaded [5740/11672]
61818176 downloaded [5717/11672]
62893810 downloaded [5819/11672]
62517849 downloaded [5784/11672]
63142001 downloaded [5845/11672]
61538782 downloaded [5687/11672]
5998840 downloaded [5529/11672]
61656650 downloaded [5701/11672]
6285791 downloaded [5812/11672]
62411042 downloaded [5771/11672]
60912752 downloaded [5618/11672]
6039967 downloaded [5568/11672]
6311717 downloaded [5843/11672]
6178850 downloaded [5713/11672]
61962135 downloaded [5730/11672]
61901281 downloaded [5726/11672]
61257789 downloaded [5654/11672]
61807040 downloaded [5716/11672]
62782218 downloaded [5804/11672]
62487836 downloaded [5782/11672]
61850482 downloaded [5721/11672]
62015408 downloaded [5735/11672]
6260554 downloaded [5791/11672]
60577362 downloaded [5588/11672]
62000467 downloaded [5733/11672]
6142488 downloaded [5674/11672]
62111090 downloaded [5746/11672]
62017867 downloaded [5736/11672]
62154416 downloaded [5750/11672]
62054060 downloaded [5741/11672]
63259351 downloaded [5863/11672]
62953041 downloaded [5824/11672]
60222582 downloaded [5549/11672]
6172122 downloaded [5707/11672]
62279666 downloaded [5760/11672]
61068510 downloaded [5638/11672]
63060238 downloaded [5839/11672]
63014935 downloaded [5832/11672]
62753201 downloaded [5802/11672]
62180201 downloaded [5753/11672]
62242678 downloaded [5755/11672]
62023839 downloaded [5737/11672]
63288573 downloaded [5865/11672]
62850093 downloaded [5811/11672]
62340868 downloaded [5766/11672]
61623148 downloaded [5694/11672]
60764581 downloaded [5608/11672]
63120904 downloaded [5844/11672]
60399954 downloaded [5569/11672]
62256492 downloaded [5756/11672]
63485233 downloaded [5883/11672]
62306203 downloaded [5761/11672]
61912252 downloaded [5727/11672]
62393472 downloaded [5770/11672]
61307542 downloaded [5658/11672]
63012333 downloaded [5831/11672]
62437709 downloaded [5775/11672]
63193879 downloaded [5852/11672]
62476815 downloaded [5780/11672]
63233638 downloaded [5859/11672]
62265044 downloaded [5757/11672]
63492244 downloaded [5885/11672]
62434031 downloaded [5773/11672]
60992105 downloaded [5628/11672]
62899696 downloaded [5822/11672]
62121 downloaded [5747/11672]
60600126 downloaded [5589/11672]
62541668 downloaded [5786/11672]
63274863 downloaded [5864/11672]
62472614 downloaded [5776/11672]
63633694 downloaded [5903/11672]
62481203 downloaded [5781/11672]
62681049 downloaded [5795/11672]
6337436 downloaded [5872/11672]
63442604 downloaded [5879/11672]
62473983 downloaded [5777/11672]
61466310 downloaded [5678/11672]
61791132 downloaded [5714/11672]
62587693 downloaded [5790/11672]
62729173 downloaded [5800/11672]
63665875 downloaded [5905/11672]
63193536 downloaded [5851/11672]
63102017 downloaded [5842/11672]
62633180 downloaded [5793/11672]
61204971 downloaded [5648/11672]
62742651 downloaded [5801/11672]
62873545 downloaded [5815/11672]
62370023 downloaded [5767/11672]
62829077 downloaded [5806/11672]
6077601 downloaded [5609/11672]
62694833 downloaded [5796/11672]
63813056 downloaded [5923/11672]
63528891 downloaded [5892/11672]
62895219 downloaded [5820/11672]
63595262 downloaded [5899/11672]
62701967 downloaded [5797/11672]
61650133 downloaded [5698/11672]
63487632 downloaded [5884/11672]
62896588 downloaded [5821/11672]
62007535 downloaded [5734/11672]
62867251 downloaded [5813/11672]
62543393 downloaded [5787/11672]
63035430 downloaded [5835/11672]
61397885 downloaded [5668/11672]
63257623 downloaded [5862/11672]
62966332 downloaded [5826/11672]
62878208 downloaded [5816/11672]
63845230 downloaded [5925/11672]
60992364 downloaded [5629/11672]
61831093 downloaded [5718/11672]
63364266 downloaded [5871/11672]
6284176 downloaded [5810/11672]
63730624 downloaded [5912/11672]
63789924 downloaded [5919/11672]
63162310 downloaded [5846/11672]
63018036 downloaded [5833/11672]
63092423 downloaded [5840/11672]
62886670 downloaded [5817/11672]
63477921 downloaded [5882/11672]
63665606 downloaded [5904/11672]
612115 downloaded [5649/11672]
64025981 downloaded [5943/11672]
62188962 downloaded [5754/11672]
63101919 downloaded [5841/11672]
61557074 downloaded [5688/11672]
62834295 downloaded [5807/11672]
64038662 downloaded [5945/11672]
6320631 downloaded [5853/11672]
63009228 downloaded [5830/11672]
63941210 downloaded [5932/11672]
6203182 downloaded [5738/11672]
63992027 downloaded [5939/11672]
64238008 downloaded [5963/11672]
63300440 downloaded [5866/11672]
63223260 downloaded [5855/11672]
61737116 downloaded [5708/11672]
63253763 downloaded [5861/11672]
63630268 downloaded [5902/11672]
63391643 downloaded [5873/11672]
63821877 downloaded [5924/11672]
64262809 downloaded [5965/11672]
63053267 downloaded [5837/11672]
63251695 downloaded [5860/11672]
63049052 downloaded [5836/11672]
63519819 downloaded [5891/11672]
64160836 downloaded [5952/11672]
62437430 downloaded [5774/11672]
61399402 downloaded [5669/11672]
64187086 downloaded [5959/11672]
62271284 downloaded [5758/11672]
62968263 downloaded [5827/11672]
63180841 downloaded [5850/11672]
64398890 downloaded [5983/11672]
63806265 downloaded [5922/11672]
63503850 downloaded [5886/11672]
63410069 downloaded [5875/11672]
63223467 downloaded [5856/11672]
63465535 downloaded [5880/11672]
64379430 downloaded [5979/11672]
64034255 downloaded [5944/11672]
61936647 downloaded [5728/11672]
63224564 downloaded [5857/11672]
637216 downloaded [5911/11672]
63468625 downloaded [5881/11672]
63533837 downloaded [5893/11672]
64319467 downloaded [5972/11672]
62645025 downloaded [5794/11672]
64414267 downloaded [5985/11672]
61583217 downloaded [5689/11672]
6247535 downloaded [5778/11672]
63362460 downloaded [5870/11672]
63166095 downloaded [5847/11672]
64014615 downloaded [5942/11672]
64605089 downloaded [6003/11672]
63413494 downloaded [5876/11672]
63676256 downloaded [5906/11672]
63612442 downloaded [5900/11672]
63545861 downloaded [5895/11672]
6390406 downloaded [5931/11672]
64554883 downloaded [5999/11672]
62868900 downloaded [5814/11672]
64631466 downloaded [6005/11672]
64245689 downloaded [5964/11672]
61740673 downloaded [5709/11672]
63422098 downloaded [5877/11672]
63516460 downloaded [5890/11672]
62125438 downloaded [5748/11672]
64496451 downloaded [5992/11672]
63626024 downloaded [5901/11672]
63851864 downloaded [5926/11672]
63741331 downloaded [5915/11672]
63804637 downloaded [5920/11672]
62706865 downloaded [5798/11672]
63731062 downloaded [5913/11672]
63571750 downloaded [5896/11672]
64751286 downloaded [6019/11672]
64765016 downloaded [6023/11672]
64207696 downloaded [5962/11672]
6330307 downloaded [5867/11672]
64801562 downloaded [6025/11672]
64145892 downloaded [5951/11672]
63018132 downloaded [5834/11672]
63948258 downloaded [5935/11672]
64400161 downloaded [5984/11672]
64697231 downloaded [6012/11672]
62892347 downloaded [5818/11672]
63995093 downloaded [5940/11672]
63804806 downloaded [5921/11672]
62376646 downloaded [5768/11672]
61948106 downloaded [5729/11672]
63717421 downloaded [5910/11672]
6357341 downloaded [5897/11672]
63942761 downloaded [5933/11672]
64389297 downloaded [5982/11672]
64043465 downloaded [5946/11672]
64627453 downloaded [6004/11672]
