Version checked: updated 
Download setup initialized...
newcards.ydk downloaded from repository 
Download setup done. Downloading newcards.ydk...
29401950 downloaded [2155/11672]
28355718 downloaded [2044/11672]
2843014 downloaded [2056/11672]
28604635 downloaded [2077/11672]
29143457 downloaded [2122/11672]
28754338 downloaded [2091/11672]
28770951 downloaded [2092/11672]
29116732 downloaded [2120/11672]
29343734 downloaded [2146/11672]
28039390 downloaded [2009/11672]
28966434 downloaded [2107/11672]
28369508 downloaded [2048/11672]
29095552 downloaded [2119/11672]
2830693 downloaded [2038/11672]
29303524 downloaded [2141/11672]
2903036 downloaded [2113/11672]
28927782 downloaded [2103/11672]
29047353 downloaded [2114/11672]
28601770 downloaded [2076/11672]
29330706 downloaded [2145/11672]
28201945 downloaded [2030/11672]
29013526 downloaded [2111/11672]
28534130 downloaded [2064/11672]
29596581 downloaded [2175/11672]
2930675 downloaded [2142/11672]
28865322 downloaded [2097/11672]
29143726 downloaded [2123/11672]
28388296 downloaded [2050/11672]
29436665 downloaded [2161/11672]
29021114 downloaded [2112/11672]
28859794 downloaded [2096/11672]
28566710 downloaded [2068/11672]
29491334 downloaded [2165/11672]
29228529 downloaded [2134/11672]
28470714 downloaded [2058/11672]
29228350 downloaded [2133/11672]
29185231 downloaded [2127/11672]
29267084 downloaded [2139/11672]
2819435 downloaded [2029/11672]
2978414 downloaded [2195/11672]
29508346 downloaded [2166/11672]
29216967 downloaded [2131/11672]
28651380 downloaded [2084/11672]
29296344 downloaded [2140/11672]
29307554 downloaded [2143/11672]
29087919 downloaded [2117/11672]
28378427 downloaded [2049/11672]
29223325 downloaded [2132/11672]
28617139 downloaded [2078/11672]
29455728 downloaded [2162/11672]
29400787 downloaded [2154/11672]
28692962 downloaded [2088/11672]
29687169 downloaded [2186/11672]
29353756 downloaded [2147/11672]
29374928 downloaded [2151/11672]
29432790 downloaded [2160/11672]
29649320 downloaded [2181/11672]
28929131 downloaded [2104/11672]
29479265 downloaded [2163/11672]
29669359 downloaded [2185/11672]
28573958 downloaded [2070/11672]
28877100 downloaded [2098/11672]
29085954 downloaded [2116/11672]
29432356 downloaded [2159/11672]
29380133 downloaded [2152/11672]
29981921 downloaded [2215/11672]
29253591 downloaded [2137/11672]
29389368 downloaded [2153/11672]
296499 downloaded [2182/11672]
29515122 downloaded [2167/11672]
28981598 downloaded [2108/11672]
2956282 downloaded [2171/11672]
29904964 downloaded [2206/11672]
29843091 downloaded [2201/11672]
29618570 downloaded [2179/11672]
29628180 downloaded [2180/11672]
28741524 downloaded [2090/11672]
29246354 downloaded [2136/11672]
29590905 downloaded [2174/11672]
29146185 downloaded [2124/11672]
29654737 downloaded [2183/11672]
29088922 downloaded [2118/11672]
29590752 downloaded [2173/11672]
29863101 downloaded [2202/11672]
29888389 downloaded [2205/11672]
29587993 downloaded [2172/11672]
29417188 downloaded [2157/11672]
28570310 downloaded [2069/11672]
2971446 downloaded [2187/11672]
30069398 downloaded [2222/11672]
30068120 downloaded [2221/11672]
29834183 downloaded [2199/11672]
30106950 downloaded [2226/11672]
2986553 downloaded [2203/11672]
30194529 downloaded [2235/11672]
28990150 downloaded [2110/11672]
29838323 downloaded [2200/11672]
29726552 downloaded [2191/11672]
2926176 downloaded [2138/11672]
29311166 downloaded [2144/11672]
29189613 downloaded [2128/11672]
29735721 downloaded [2192/11672]
28725004 downloaded [2089/11672]
30241314 downloaded [2241/11672]
30100551 downloaded [2225/11672]
29765339 downloaded [2194/11672]
29762407 downloaded [2193/11672]
29415459 downloaded [2156/11672]
29612557 downloaded [2177/11672]
29216198 downloaded [2130/11672]
29424328 downloaded [2158/11672]
29905795 downloaded [2207/11672]
30243636 downloaded [2242/11672]
30042158 downloaded [2220/11672]
30079770 downloaded [2223/11672]
28985331 downloaded [2109/11672]
30012506 downloaded [2219/11672]
293542 downloaded [2148/11672]
30276969 downloaded [2246/11672]
2994495 downloaded [2211/11672]
2948263 downloaded [2164/11672]
29947751 downloaded [2212/11672]
29975188 downloaded [2214/11672]
30341772 downloaded [2255/11672]
30399511 downloaded [2261/11672]
2980764 downloaded [2197/11672]
29357956 downloaded [2150/11672]
30270176 downloaded [2245/11672]
29951323 downloaded [2213/11672]
30114823 downloaded [2227/11672]
29616929 downloaded [2178/11672]
29603180 downloaded [2176/11672]
30411385 downloaded [2262/11672]
30230789 downloaded [2240/11672]
29549364 downloaded [2168/11672]
30451366 downloaded [2266/11672]
3026686 downloaded [2243/11672]
30190809 downloaded [2234/11672]
30227494 downloaded [2239/11672]
3055837 downloaded [2281/11672]
29208536 downloaded [2129/11672]
30155789 downloaded [2232/11672]
30525991 downloaded [2275/11672]
29826127 downloaded [2198/11672]
30450531 downloaded [2265/11672]
30131474 downloaded [2231/11672]
29666221 downloaded [2184/11672]
30170981 downloaded [2233/11672]
29999161 downloaded [2217/11672]
30286474 downloaded [2247/11672]
29552709 downloaded [2170/11672]
29795530 downloaded [2196/11672]
29716911 downloaded [2188/11672]
30398342 downloaded [2260/11672]
30562585 downloaded [2282/11672]
30587695 downloaded [2286/11672]
30314994 downloaded [2251/11672]
29357687 downloaded [2149/11672]
30392583 downloaded [2259/11672]
30426226 downloaded [2263/11672]
30646525 downloaded [2295/11672]
3070049 downloaded [2301/11672]
30338466 downloaded [2254/11672]
30208479 downloaded [2237/11672]
30328508 downloaded [2252/11672]
30459350 downloaded [2267/11672]
30585393 downloaded [2285/11672]
30010480 downloaded [2218/11672]
29876529 downloaded [2204/11672]
29724053 downloaded [2190/11672]
30334522 downloaded [2253/11672]
30492798 downloaded [2271/11672]
30707994 downloaded [2302/11672]
30548775 downloaded [2279/11672]
29913783 downloaded [2208/11672]
295517 downloaded [2169/11672]
30741503 downloaded [2306/11672]
29996433 downloaded [2216/11672]
30552375 downloaded [2280/11672]
3056267 downloaded [2283/11672]
30353551 downloaded [2257/11672]
30502181 downloaded [2274/11672]
30907810 downloaded [2321/11672]
29934351 downloaded [2210/11672]
30213599 downloaded [2238/11672]
30494314 downloaded [2272/11672]
30123142 downloaded [2228/11672]
30822527 downloaded [2315/11672]
30914564 downloaded [2322/11672]
30741334 downloaded [2305/11672]
30600344 downloaded [2287/11672]
30500113 downloaded [2273/11672]
30607616 downloaded [2291/11672]
29719112 downloaded [2189/11672]
30086349 downloaded [2224/11672]
30691817 downloaded [2300/11672]
303660 downloaded [2258/11672]
3019642 downloaded [2236/11672]
30936186 downloaded [2326/11672]
3072077 downloaded [2303/11672]
30127518 downloaded [2230/11672]
30683373 downloaded [2299/11672]
30537973 downloaded [2277/11672]
3064425 downloaded [2294/11672]
31102447 downloaded [2341/11672]
3078576 downloaded [2311/11672]
30888983 downloaded [2320/11672]
30643162 downloaded [2293/11672]
30608985 downloaded [2292/11672]
30299166 downloaded [2248/11672]
31111109 downloaded [2342/11672]
3027001 downloaded [2244/11672]
30929786 downloaded [2325/11672]
30915572 downloaded [2323/11672]
31053337 downloaded [2335/11672]
30757127 downloaded [2307/11672]
30653113 downloaded [2297/11672]
29929832 downloaded [2209/11672]
30348744 downloaded [2256/11672]
30312361 downloaded [2250/11672]
31034919 downloaded [2331/11672]
3113836 downloaded [2346/11672]
30539496 downloaded [2278/11672]
31305911 downloaded [2361/11672]
30811116 downloaded [2314/11672]
30864377 downloaded [2319/11672]
30461781 downloaded [2268/11672]
30435145 downloaded [2264/11672]
31077447 downloaded [2340/11672]
31245780 downloaded [2355/11672]
30794966 downloaded [2313/11672]
30786387 downloaded [2312/11672]
30531525 downloaded [2276/11672]
3111207 downloaded [2343/11672]
31313405 downloaded [2362/11672]
3113667 downloaded [2345/11672]
30845999 downloaded [2317/11672]
31076103 downloaded [2339/11672]
3096468 downloaded [2327/11672]
30488793 downloaded [2270/11672]
30603688 downloaded [2288/11672]
30575681 downloaded [2284/11672]
31303283 downloaded [2360/11672]
30126992 downloaded [2229/11672]
31181711 downloaded [2351/11672]
31328739 downloaded [2365/11672]
31444249 downloaded [2381/11672]
31423101 downloaded [2375/11672]
31036355 downloaded [2332/11672]
30650147 downloaded [2296/11672]
31044787 downloaded [2334/11672]
31456110 downloaded [2382/11672]
31314549 downloaded [2363/11672]
31339260 downloaded [2366/11672]
30606547 downloaded [2290/11672]
3129635 downloaded [2359/11672]
31061682 downloaded [2337/11672]
30674956 downloaded [2298/11672]
31038159 downloaded [2333/11672]
3030892 downloaded [2249/11672]
31173519 downloaded [2347/11672]
31467372 downloaded [2385/11672]
30757396 downloaded [2308/11672]
3072808 downloaded [2304/11672]
31443476 downloaded [2380/11672]
31374201 downloaded [2371/11672]
31563350 downloaded [2401/11672]
31571902 downloaded [2402/11672]
30834988 downloaded [2316/11672]
31548814 downloaded [2395/11672]
31189536 downloaded [2352/11672]
31440542 downloaded [2379/11672]
31281980 downloaded [2357/11672]
30778711 downloaded [2310/11672]
30860696 downloaded [2318/11672]
31467949 downloaded [2386/11672]
31226177 downloaded [2354/11672]
31461282 downloaded [2383/11672]
31615285 downloaded [2405/11672]
31560081 downloaded [2400/11672]
30922149 downloaded [2324/11672]
31768112 downloaded [2422/11672]
3134857 downloaded [2367/11672]
30464153 downloaded [2269/11672]
31222701 downloaded [2353/11672]
31516413 downloaded [2391/11672]
31000575 downloaded [2330/11672]
30968774 downloaded [2328/11672]
31557782 downloaded [2399/11672]
3171055 downloaded [2415/11672]
31383545 downloaded [2372/11672]
31066283 downloaded [2338/11672]
31786629 downloaded [2425/11672]
3105404 downloaded [2336/11672]
31766317 downloaded [2421/11672]
31588572 downloaded [2403/11672]
31386180 downloaded [2374/11672]
31629407 downloaded [2406/11672]
31437713 downloaded [2377/11672]
31764700 downloaded [2420/11672]
30604579 downloaded [2289/11672]
31531170 downloaded [2392/11672]
31118030 downloaded [2344/11672]
31944175 downloaded [2442/11672]
31683874 downloaded [2411/11672]
31930787 downloaded [2441/11672]
31548215 downloaded [2394/11672]
31472884 downloaded [2387/11672]
31175914 downloaded [2348/11672]
31178212 downloaded [2350/11672]
31986288 downloaded [2445/11672]
31772684 downloaded [2423/11672]
31553716 downloaded [2397/11672]
31890399 downloaded [2435/11672]
31801517 downloaded [2426/11672]
31292357 downloaded [2358/11672]
31924889 downloaded [2440/11672]
30770156 downloaded [2309/11672]
31764353 downloaded [2419/11672]
31247589 downloaded [2356/11672]
31692182 downloaded [2412/11672]
31385077 downloaded [2373/11672]
31709826 downloaded [2414/11672]
313513 downloaded [2368/11672]
3136426 downloaded [2370/11672]
31833038 downloaded [2431/11672]
32134638 downloaded [2461/11672]
32146097 downloaded [2462/11672]
31320433 downloaded [2364/11672]
32062913 downloaded [2455/11672]
32181268 downloaded [2465/11672]
31755044 downloaded [2417/11672]
31632536 downloaded [2407/11672]
31975743 downloaded [2443/11672]
3149764 downloaded [2390/11672]
32120116 downloaded [2460/11672]
31991800 downloaded [2446/11672]
31476755 downloaded [2388/11672]
31887905 downloaded [2434/11672]
30979619 downloaded [2329/11672]
31434645 downloaded [2376/11672]
31440046 downloaded [2378/11672]
32022366 downloaded [2451/11672]
32362575 downloaded [2485/11672]
31919988 downloaded [2439/11672]
31849106 downloaded [2432/11672]
32298781 downloaded [2475/11672]
31533704 downloaded [2393/11672]
3146695 downloaded [2384/11672]
31812496 downloaded [2427/11672]
32354768 downloaded [2482/11672]
32349062 downloaded [2481/11672]
31897444 downloaded [2437/11672]
32176662 downloaded [2463/11672]
32339440 downloaded [2480/11672]
31643613 downloaded [2408/11672]
32202803 downloaded [2466/11672]
31677606 downloaded [2410/11672]
31829185 downloaded [2430/11672]
32519092 downloaded [2502/11672]
31550470 downloaded [2396/11672]
32485518 downloaded [2500/11672]
31554054 downloaded [2398/11672]
32061744 downloaded [2454/11672]
3211439 downloaded [2459/11672]
32240937 downloaded [2471/11672]
32355828 downloaded [2483/11672]
31826057 downloaded [2428/11672]
32391566 downloaded [2486/11672]
32086564 downloaded [2457/11672]
32003338 downloaded [2447/11672]
3117804 downloaded [2349/11672]
32542011 downloaded [2505/11672]
32465539 downloaded [2495/11672]
32015116 downloaded [2450/11672]
32036866 downloaded [2452/11672]
32491822 downloaded [2501/11672]
31706048 downloaded [2413/11672]
3160805 downloaded [2404/11672]
32679370 downloaded [2520/11672]
32530043 downloaded [2503/11672]
31353051 downloaded [2369/11672]
32296881 downloaded [2474/11672]
32268901 downloaded [2472/11672]
31733941 downloaded [2416/11672]
32003339 downloaded [2448/11672]
32723153 downloaded [2525/11672]
32441317 downloaded [2491/11672]
32305461 downloaded [2477/11672]
32233746 downloaded [2470/11672]
32543380 downloaded [2506/11672]
32617464 downloaded [2515/11672]
32207100 downloaded [2467/11672]
31785398 downloaded [2424/11672]
32696942 downloaded [2522/11672]
31759689 downloaded [2418/11672]
3233859 downloaded [2479/11672]
31863912 downloaded [2433/11672]
3244563 downloaded [2492/11672]
32703716 downloaded [2523/11672]
31893528 downloaded [2436/11672]
32687071 downloaded [2521/11672]
32828635 downloaded [2540/11672]
32448765 downloaded [2494/11672]
32224143 downloaded [2468/11672]
32588805 downloaded [2511/11672]
31480215 downloaded [2389/11672]
3283679 downloaded [2542/11672]
3204467 downloaded [2453/11672]
32872833 downloaded [2545/11672]
31980955 downloaded [2444/11672]
32787239 downloaded [2535/11672]
32391631 downloaded [2487/11672]
32754886 downloaded [2531/11672]
33017655 downloaded [2560/11672]
32841045 downloaded [2543/11672]
32476434 downloaded [2497/11672]
32065885 downloaded [2456/11672]
32835363 downloaded [2541/11672]
33031674 downloaded [2562/11672]
32485271 downloaded [2499/11672]
33057951 downloaded [2565/11672]
32437102 downloaded [2490/11672]
31904181 downloaded [2438/11672]
32600024 downloaded [2512/11672]
32271987 downloaded [2473/11672]
32615065 downloaded [2514/11672]
32180819 downloaded [2464/11672]
32744558 downloaded [2526/11672]
3167573 downloaded [2409/11672]
32393580 downloaded [2488/11672]
32623004 downloaded [2517/11672]
32557233 downloaded [2508/11672]
33245030 downloaded [2580/11672]
32360466 downloaded [2484/11672]
31828916 downloaded [2429/11672]
32104431 downloaded [2458/11672]
32663969 downloaded [2519/11672]
33034646 downloaded [2563/11672]
32548609 downloaded [2507/11672]
32995007 downloaded [2555/11672]
32807846 downloaded [2537/11672]
33282498 downloaded [2585/11672]
33252803 downloaded [2582/11672]
32919136 downloaded [2551/11672]
32875265 downloaded [2546/11672]
32761286 downloaded [2532/11672]
32446630 downloaded [2493/11672]
32302078 downloaded [2476/11672]
32775808 downloaded [2534/11672]
33022867 downloaded [2561/11672]
32566831 downloaded [2510/11672]
32013448 downloaded [2449/11672]
32750510 downloaded [2528/11672]
32314730 downloaded [2478/11672]
32933942 downloaded [2552/11672]
32999573 downloaded [2557/11672]
33438666 downloaded [2600/11672]
32750341 downloaded [2527/11672]
33508719 downloaded [2605/11672]
33455338 downloaded [2602/11672]
32752319 downloaded [2530/11672]
32825095 downloaded [2539/11672]
33198837 downloaded [2575/11672]
32603633 downloaded [2513/11672]
32472237 downloaded [2496/11672]
32539892 downloaded [2504/11672]
33256280 downloaded [2583/11672]
33248692 downloaded [2581/11672]
32907538 downloaded [2548/11672]
33145233 downloaded [2571/11672]
32231618 downloaded [2469/11672]
33062423 downloaded [2566/11672]
3298689 downloaded [2554/11672]
33396948 downloaded [2595/11672]
32710364 downloaded [2524/11672]
32918479 downloaded [2550/11672]
32619583 downloaded [2516/11672]
3366982 downloaded [2622/11672]
33093439 downloaded [2568/11672]
33225925 downloaded [2577/11672]
33158448 downloaded [2572/11672]
33453260 downloaded [2601/11672]
33656832 downloaded [2620/11672]
33698022 downloaded [2625/11672]
32764863 downloaded [2533/11672]
33460840 downloaded [2603/11672]
33015627 downloaded [2559/11672]
32887445 downloaded [2547/11672]
33298291 downloaded [2586/11672]
33327029 downloaded [2591/11672]
32422602 downloaded [2489/11672]
33302407 downloaded [2588/11672]
33184236 downloaded [2574/11672]
33114323 downloaded [2570/11672]
32854013 downloaded [2544/11672]
33846209 downloaded [2642/11672]
33413638 downloaded [2597/11672]
33611061 downloaded [2615/11672]
3280747 downloaded [2536/11672]
33691040 downloaded [2623/11672]
33833230 downloaded [2640/11672]
33665663 downloaded [2621/11672]
33334269 downloaded [2592/11672]
33066139 downloaded [2567/11672]
33244944 downloaded [2579/11672]
33537328 downloaded [2606/11672]
33041277 downloaded [2564/11672]
33365932 downloaded [2594/11672]
32965616 downloaded [2553/11672]
33883834 downloaded [2645/11672]
32559361 downloaded [2509/11672]
3356494 downloaded [2611/11672]
32476603 downloaded [2498/11672]
33323657 downloaded [2590/11672]
33866130 downloaded [2643/11672]
33280639 downloaded [2584/11672]
33574806 downloaded [2612/11672]
336369 downloaded [2617/11672]
33184167 downloaded [2573/11672]
340002 downloaded [2662/11672]
33977496 downloaded [2660/11672]
33300669 downloaded [2587/11672]
33779875 downloaded [2635/11672]
33423043 downloaded [2599/11672]
33837653 downloaded [2641/11672]
32646477 downloaded [2518/11672]
32995276 downloaded [2556/11672]
33609262 downloaded [2614/11672]
34010534 downloaded [2665/11672]
34002992 downloaded [2663/11672]
33767325 downloaded [2632/11672]
3370104 downloaded [2626/11672]
33746252 downloaded [2631/11672]
32751480 downloaded [2529/11672]
33784505 downloaded [2637/11672]
33545259 downloaded [2608/11672]
33551032 downloaded [2610/11672]
33491462 downloaded [2604/11672]
34193084 downloaded [2685/11672]
33655493 downloaded [2619/11672]
32809211 downloaded [2538/11672]
34149830 downloaded [2682/11672]
33541430 downloaded [2607/11672]
3395226 downloaded [2655/11672]
34137269 downloaded [2680/11672]
33347467 downloaded [2593/11672]
33212663 downloaded [2576/11672]
33981008 downloaded [2661/11672]
33776843 downloaded [2634/11672]
34160055 downloaded [2683/11672]
33737664 downloaded [2630/11672]
33725271 downloaded [2628/11672]
34370473 downloaded [2705/11672]
33695750 downloaded [2624/11672]
33945211 downloaded [2652/11672]
34334692 downloaded [2702/11672]
33918636 downloaded [2651/11672]
33897356 downloaded [2646/11672]
32912040 downloaded [2549/11672]
33970665 downloaded [2657/11672]
33823832 downloaded [2639/11672]
34093683 downloaded [2675/11672]
33413279 downloaded [2596/11672]
33951077 downloaded [2654/11672]
3300267 downloaded [2558/11672]
34318086 downloaded [2700/11672]
34351849 downloaded [2703/11672]
34143852 downloaded [2681/11672]
33725002 downloaded [2627/11672]
33609093 downloaded [2613/11672]
34566435 downloaded [2722/11672]
34016756 downloaded [2666/11672]
33875961 downloaded [2644/11672]
33911264 downloaded [2650/11672]
33904024 downloaded [2648/11672]
34614910 downloaded [2725/11672]
34079868 downloaded [2672/11672]
34109611 downloaded [2677/11672]
3405259 downloaded [2671/11672]
33900648 downloaded [2647/11672]
34088136 downloaded [2674/11672]
34568403 downloaded [2723/11672]
33103459 downloaded [2569/11672]
33236860 downloaded [2578/11672]
33972299 downloaded [2659/11672]
3428069 downloaded [2695/11672]
33622465 downloaded [2616/11672]
33776734 downloaded [2633/11672]
34206604 downloaded [2686/11672]
34004470 downloaded [2664/11672]
34830502 downloaded [2745/11672]
34550857 downloaded [2720/11672]
34325937 downloaded [2701/11672]
34796454 downloaded [2742/11672]
34022290 downloaded [2667/11672]
34026662 downloaded [2668/11672]
34294855 downloaded [2697/11672]
34031284 downloaded [2670/11672]
33420078 downloaded [2598/11672]
34815282 downloaded [2743/11672]
34124316 downloaded [2679/11672]
34250214 downloaded [2691/11672]
33950246 downloaded [2653/11672]
34251483 downloaded [2692/11672]
34187685 downloaded [2684/11672]
34267821 downloaded [2694/11672]
33782437 downloaded [2636/11672]
34496660 downloaded [2715/11672]
33314479 downloaded [2589/11672]
35014241 downloaded [2765/11672]
34379489 downloaded [2706/11672]
34559295 downloaded [2721/11672]
34767865 downloaded [2740/11672]
34230233 downloaded [2688/11672]
34974462 downloaded [2762/11672]
34244455 downloaded [2690/11672]
3431737 downloaded [2699/11672]
3422200 downloaded [2687/11672]
34358408 downloaded [2704/11672]
34522216 downloaded [2717/11672]
33550694 downloaded [2609/11672]
33964637 downloaded [2656/11672]
33652635 downloaded [2618/11672]
34475451 downloaded [2712/11672]
34492631 downloaded [2714/11672]
34989413 downloaded [2763/11672]
34086406 downloaded [2673/11672]
34472920 downloaded [2711/11672]
34545235 downloaded [2719/11672]
34710660 downloaded [2735/11672]
34471458 downloaded [2710/11672]
34773082 downloaded [2741/11672]
35191415 downloaded [2785/11672]
34966096 downloaded [2760/11672]
34449261 downloaded [2708/11672]
35183584 downloaded [2782/11672]
3381441 downloaded [2638/11672]
33731070 downloaded [2629/11672]
34688023 downloaded [2732/11672]
34614289 downloaded [2724/11672]
34408491 downloaded [2707/11672]
34664411 downloaded [2730/11672]
34103656 downloaded [2676/11672]
34721681 downloaded [2737/11672]
34257001 downloaded [2693/11672]
34707034 downloaded [2734/11672]
35346968 downloaded [2805/11672]
3493058 downloaded [2755/11672]
35183853 downloaded [2783/11672]
34620088 downloaded [2726/11672]
34680482 downloaded [2731/11672]
34968834 downloaded [2761/11672]
34761841 downloaded [2739/11672]
34646691 downloaded [2728/11672]
35329581 downloaded [2802/11672]
34906152 downloaded [2752/11672]
34627841 downloaded [2727/11672]
3429238 downloaded [2696/11672]
35146019 downloaded [2780/11672]
33909817 downloaded [2649/11672]
34822850 downloaded [2744/11672]
34487429 downloaded [2713/11672]
3492538 downloaded [2754/11672]
34884015 downloaded [2750/11672]
34945480 downloaded [2757/11672]
35561352 downloaded [2825/11672]
33971095 downloaded [2658/11672]
35330871 downloaded [2803/11672]
34507039 downloaded [2716/11672]
35539880 downloaded [2822/11672]
34838437 downloaded [2747/11672]
34694160 downloaded [2733/11672]
34898052 downloaded [2751/11672]
34853266 downloaded [2748/11672]
35149085 downloaded [2781/11672]
35100834 downloaded [2775/11672]
35059553 downloaded [2772/11672]
34961968 downloaded [2759/11672]
35011819 downloaded [2764/11672]
34029630 downloaded [2669/11672]
35307484 downloaded [2800/11672]
34834619 downloaded [2746/11672]
35058588 downloaded [2770/11672]
35035481 downloaded [2767/11672]
34923554 downloaded [2753/11672]
35752363 downloaded [2842/11672]
35112613 downloaded [2777/11672]
34116027 downloaded [2678/11672]
35544402 downloaded [2823/11672]
35089369 downloaded [2774/11672]
34717238 downloaded [2736/11672]
35770983 downloaded [2845/11672]
34236961 downloaded [2689/11672]
35316708 downloaded [2801/11672]
35027493 downloaded [2766/11672]
35058857 downloaded [2771/11672]
35037880 downloaded [2768/11672]
35129241 downloaded [2779/11672]
35261759 downloaded [2795/11672]
35537251 downloaded [2820/11672]
35252119 downloaded [2792/11672]
35187185 downloaded [2784/11672]
35220244 downloaded [2790/11672]
35199656 downloaded [2787/11672]
35224440 downloaded [2791/11672]
3493978 downloaded [2756/11672]
35537860 downloaded [2821/11672]
3576031 downloaded [2843/11672]
34302287 downloaded [2698/11672]
35073065 downloaded [2773/11672]
35268887 downloaded [2797/11672]
34460239 downloaded [2709/11672]
35259350 downloaded [2794/11672]
359563 downloaded [2865/11672]
35464895 downloaded [2812/11672]
35209994 downloaded [2788/11672]
35195612 downloaded [2786/11672]
3534077 downloaded [2804/11672]
35371948 downloaded [2807/11672]
35429292 downloaded [2810/11672]
34659866 downloaded [2729/11672]
35699 downloaded [2840/11672]
35950025 downloaded [2862/11672]
35306215 downloaded [2799/11672]
35488287 downloaded [2815/11672]
36107810 downloaded [2885/11672]
35394356 downloaded [2808/11672]
35546670 downloaded [2824/11672]
35577420 downloaded [2827/11672]
35952884 downloaded [2863/11672]
35618486 downloaded [2832/11672]
35726888 downloaded [2841/11672]
35255456 downloaded [2793/11672]
34541863 downloaded [2718/11672]
35606858 downloaded [2830/11672]
35494087 downloaded [2817/11672]
35486099 downloaded [2814/11672]
3510565 downloaded [2776/11672]
3536537 downloaded [2806/11672]
35762283 downloaded [2844/11672]
35448319 downloaded [2811/11672]
35514096 downloaded [2819/11672]
36099620 downloaded [2883/11672]
3486020 downloaded [2749/11672]
35906693 downloaded [2860/11672]
36352429 downloaded [2905/11672]
35638627 downloaded [2835/11672]
36092504 downloaded [2882/11672]
35480699 downloaded [2813/11672]
35781051 downloaded [2847/11672]
35803249 downloaded [2852/11672]
35911108 downloaded [2861/11672]
35595518 downloaded [2828/11672]
34761062 downloaded [2738/11672]
3567660 downloaded [2837/11672]
3580032 downloaded [2850/11672]
35956022 downloaded [2864/11672]
35631584 downloaded [2834/11672]
35262428 downloaded [2796/11672]
35563539 downloaded [2826/11672]
35686188 downloaded [2839/11672]
35618217 downloaded [2831/11672]
3603242 downloaded [2872/11672]
36076683 downloaded [2880/11672]
36484016 downloaded [2925/11672]
35050257 downloaded [2769/11672]
35787450 downloaded [2848/11672]
35842855 downloaded [2855/11672]
36322312 downloaded [2902/11672]
35984222 downloaded [2867/11672]
36088082 downloaded [2881/11672]
36021814 downloaded [2870/11672]
35629124 downloaded [2833/11672]
36328300 downloaded [2903/11672]
3549275 downloaded [2816/11672]
34959756 downloaded [2758/11672]
35800511 downloaded [2851/11672]
35772782 downloaded [2846/11672]
35866404 downloaded [2857/11672]
35818851 downloaded [2854/11672]
35884610 downloaded [2859/11672]
36100154 downloaded [2884/11672]
3629090 downloaded [2900/11672]
35215622 downloaded [2789/11672]
36239585 downloaded [2892/11672]
36042004 downloaded [2875/11672]
36468556 downloaded [2922/11672]
36630403 downloaded [2945/11672]
35809262 downloaded [2853/11672]
36472900 downloaded [2923/11672]
36006208 downloaded [2868/11672]
36318200 downloaded [2901/11672]
36205132 downloaded [2890/11672]
36039163 downloaded [2874/11672]
35975813 downloaded [2866/11672]
36045450 downloaded [2877/11672]
3611830 downloaded [2887/11672]
36378213 downloaded [2912/11672]
35645105 downloaded [2836/11672]
36261276 downloaded [2895/11672]
35419032 downloaded [2809/11672]
36331074 downloaded [2904/11672]
3606728 downloaded [2879/11672]
36029076 downloaded [2871/11672]
36623431 downloaded [2942/11672]
35125879 downloaded [2778/11672]
36442179 downloaded [2920/11672]
36625827 downloaded [2943/11672]
36256625 downloaded [2894/11672]
36458063 downloaded [2921/11672]
3627449 downloaded [2897/11672]
36354008 downloaded [2907/11672]
36415522 downloaded [2915/11672]
36607978 downloaded [2940/11672]
36111775 downloaded [2886/11672]
36776089 downloaded [2963/11672]
36795102 downloaded [2965/11672]
36560997 downloaded [2932/11672]
3648368 downloaded [2924/11672]
36280194 downloaded [2899/11672]
35848254 downloaded [2856/11672]
36227804 downloaded [2891/11672]
36033786 downloaded [2873/11672]
36376145 downloaded [2910/11672]
35272499 downloaded [2798/11672]
3560069 downloaded [2829/11672]
36183881 downloaded [2888/11672]
36768783 downloaded [2962/11672]
36629203 downloaded [2944/11672]
36042825 downloaded [2876/11672]
36614113 downloaded [2941/11672]
36499284 downloaded [2927/11672]
36750412 downloaded [2960/11672]
36407615 downloaded [2914/11672]
36354007 downloaded [2906/11672]
36995273 downloaded [2985/11672]
3643300 downloaded [2919/11672]
36426778 downloaded [2917/11672]
36970611 downloaded [2983/11672]
36704180 downloaded [2952/11672]
36361633 downloaded [2908/11672]
36569343 downloaded [2935/11672]
35798491 downloaded [2849/11672]
36378044 downloaded [2911/11672]
36262024 downloaded [2896/11672]
36935434 downloaded [2980/11672]
35498188 downloaded [2818/11672]
36757171 downloaded [2961/11672]
36584821 downloaded [2937/11672]
3679218 downloaded [2964/11672]
36247316 downloaded [2893/11672]
36668118 downloaded [2947/11672]
36527535 downloaded [2930/11672]
36956512 downloaded [2982/11672]
37120512 downloaded [3003/11672]
36730805 downloaded [2955/11672]
3659803 downloaded [2939/11672]
35686187 downloaded [2838/11672]
36553319 downloaded [2931/11672]
37132349 downloaded [3005/11672]
3642509 downloaded [2916/11672]
37115575 downloaded [3000/11672]
36857073 downloaded [2972/11672]
36492575 downloaded [2926/11672]
36565699 downloaded [2934/11672]
3682106 downloaded [2967/11672]
36521459 downloaded [2928/11672]
37313786 downloaded [3023/11672]
36693940 downloaded [2950/11672]
36016907 downloaded [2869/11672]
36953371 downloaded [2981/11672]
